case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition
38,Create Request for Quotation,2011-06-19 15:48:32.883215+00:00,Esmana Liubiata,complete
38,Analyze Request for Quotation,2011-06-25 23:57:42.765763+00:00,Magdalena Predutta,start
38,Analyze Request for Quotation,2011-06-26 00:17:05.103867+00:00,Magdalena Predutta,complete
38,Amend Request for Quotation,2011-06-26 05:02:37.890434+00:00,Clement Duchot,start
38,Amend Request for Quotation,2011-06-26 05:09:39.640315+00:00,Clement Duchot,complete
38,Analyze Request for Quotation,2011-06-26 14:05:02.352796+00:00,Karel de Groot,start
38,Analyze Request for Quotation,2011-06-26 14:39:57.866281+00:00,Karel de Groot,complete
38,Send Request for Quotation to Supplier,2011-06-27 23:09:39.618396+00:00,Magdalena Predutta,start
38,Send Request for Quotation to Supplier,2011-06-27 23:19:30.254836+00:00,Magdalena Predutta,complete
38,Create Quotation comparison Map,2011-06-28 00:01:51.611498+00:00,Magdalena Predutta,start
38,Create Quotation comparison Map,2011-06-28 01:13:31.460400+00:00,Magdalena Predutta,complete
38,Analyze Quotation Comparison Map,2011-06-28 08:28:40.413750+00:00,Nico Ojenbeer,start
38,Choose best option,2011-06-28 08:34:03.776908+00:00,Immanuel Karagianni,complete
38,Choose best option,2011-06-28 08:34:03.776908+00:00,Immanuel Karagianni,start
38,Analyze Quotation Comparison Map,2011-06-28 08:34:03.776908+00:00,Nico Ojenbeer,complete
38,Settle Conditions With Supplier,2011-06-28 10:52:24.568901+00:00,Magdalena Predutta,start
38,Settle Conditions With Supplier,2011-06-28 15:50:16.443213+00:00,Magdalena Predutta,complete
38,Create Purchase Order,2011-06-28 16:38:43.952737+00:00,Magdalena Predutta,start
38,Create Purchase Order,2011-06-28 16:44:50.643449+00:00,Magdalena Predutta,complete
38,Confirm Purchase Order,2011-07-04 09:45:57.497551+00:00,Esmeralda Clay,start
38,Confirm Purchase Order,2011-07-04 09:59:40.780975+00:00,Esmeralda Clay,complete
38,Deliver Goods Services,2011-07-08 07:43:41.726305+00:00,Sean Manney,start
38,Deliver Goods Services,2011-07-08 18:08:55.437952+00:00,Sean Manney,complete
38,Release Purchase Order,2011-07-09 07:49:15.686872+00:00,Immanuel Karagianni,start
38,Release Purchase Order,2011-07-09 07:50:15.686872+00:00,Immanuel Karagianni,complete
38,Approve Purchase Order for payment,2011-07-10 01:44:58.758642+00:00,Magdalena Predutta,start
38,Approve Purchase Order for payment,2011-07-10 01:45:58.758642+00:00,Magdalena Predutta,complete
38,Send Invoice,2011-07-13 14:35:22.826366+00:00,Carmen Finacse,complete
38,Send Invoice,2011-07-13 14:35:22.826366+00:00,Carmen Finacse,start
38,Release Supplier's Invoice,2011-07-14 05:27:59.920587+00:00,Karalda Nimwada,start
38,Release Supplier's Invoice,2011-07-14 05:31:13.634732+00:00,Karalda Nimwada,complete
38,Authorize Supplier's Invoice payment,2011-07-14 05:31:13.634732+00:00,Karalda Nimwada,start
38,Authorize Supplier's Invoice payment,2011-07-14 05:31:13.634732+00:00,Karalda Nimwada,complete
38,Pay Invoice,2011-07-14 06:01:41.987664+00:00,Karalda Nimwada,start
38,Pay Invoice,2011-07-14 06:08:47.985679+00:00,Karalda Nimwada,complete
39,Create Purchase Requisition,2011-06-20 00:38:03.717093+00:00,Nico Ojenbeer,start
39,Create Purchase Requisition,2011-06-20 01:46:19.119491+00:00,Nico Ojenbeer,complete
39,Analyze Purchase Requisition,2011-06-20 23:51:04.416636+00:00,Francis Odell,start
39,Analyze Purchase Requisition,2011-06-20 23:58:30.018965+00:00,Francis Odell,complete
39,Create Request for Quotation,2011-06-21 00:02:56.958768+00:00,Heinz Gutschmidt,start
39,Create Request for Quotation,2011-06-21 00:04:57.640912+00:00,Heinz Gutschmidt,complete
39,Analyze Request for Quotation,2011-07-03 21:58:12.293737+00:00,Magdalena Predutta,start
39,Analyze Request for Quotation,2011-07-03 22:10:04.335452+00:00,Magdalena Predutta,complete
39,Send Request for Quotation to Supplier,2011-07-04 22:51:06.377519+00:00,Magdalena Predutta,start
39,Send Request for Quotation to Supplier,2011-07-04 23:05:01.360724+00:00,Magdalena Predutta,complete
39,Create Quotation comparison Map,2011-07-04 23:44:29.873793+00:00,Magdalena Predutta,start
39,Create Quotation comparison Map,2011-07-05 03:27:39.336809+00:00,Magdalena Predutta,complete
39,Analyze Quotation Comparison Map,2011-07-05 08:27:34.931022+00:00,Nico Ojenbeer,start
39,Choose best option,2011-07-05 08:59:40.470870+00:00,Immanuel Karagianni,start
39,Analyze Quotation Comparison Map,2011-07-05 08:59:40.470870+00:00,Nico Ojenbeer,complete
39,Choose best option,2011-07-05 08:59:40.470870+00:00,Immanuel Karagianni,complete
39,Settle Conditions With Supplier,2011-07-05 12:03:58.159600+00:00,Magdalena Predutta,start
39,Settle Conditions With Supplier,2011-07-05 18:08:48.730276+00:00,Magdalena Predutta,complete
39,Create Purchase Order,2011-07-06 01:54:59.373177+00:00,Magdalena Predutta,start
39,Create Purchase Order,2011-07-06 02:05:58.378296+00:00,Magdalena Predutta,complete
39,Confirm Purchase Order,2011-07-06 14:11:34.036175+00:00,Esmeralda Clay,start
39,Confirm Purchase Order,2011-07-06 14:13:14.588876+00:00,Esmeralda Clay,complete
39,Deliver Goods Services,2011-07-07 17:47:56.700707+00:00,Sean Manney,start
39,Deliver Goods Services,2011-07-08 07:44:56.196936+00:00,Sean Manney,complete
39,Release Purchase Order,2011-07-09 00:31:21.847971+00:00,Immanuel Karagianni,start
39,Release Purchase Order,2011-07-09 00:32:21.847971+00:00,Immanuel Karagianni,complete
39,Approve Purchase Order for payment,2011-07-09 13:03:23.498418+00:00,Magdalena Predutta,start
39,Approve Purchase Order for payment,2011-07-09 13:04:23.498418+00:00,Magdalena Predutta,complete
39,Send Invoice,2011-07-11 20:24:37.189633+00:00,Carmen Finacse,start
39,Send Invoice,2011-07-11 20:24:37.189633+00:00,Carmen Finacse,complete
39,Release Supplier's Invoice,2011-07-12 10:09:40.991049+00:00,Karalda Nimwada,start
39,Authorize Supplier's Invoice payment,2011-07-12 10:14:01.565410+00:00,Karalda Nimwada,complete
39,Authorize Supplier's Invoice payment,2011-07-12 10:14:01.565410+00:00,Karalda Nimwada,start
39,Release Supplier's Invoice,2011-07-12 10:14:01.565410+00:00,Karalda Nimwada,complete
39,Pay Invoice,2011-07-12 10:50:31.350545+00:00,Karalda Nimwada,start
39,Pay Invoice,2011-07-12 10:59:50.624763+00:00,Karalda Nimwada,complete
40,Create Purchase Requisition,2011-06-20 13:14:54.475990+00:00,Fjodor Kowalski,start
40,Create Purchase Requisition,2011-06-20 13:21:40.420383+00:00,Fjodor Kowalski,complete
40,Create Request for Quotation,2011-06-20 15:38:31.505543+00:00,Clement Duchot,start
40,Create Request for Quotation,2011-06-20 15:40:59.239152+00:00,Clement Duchot,complete
40,Analyze Request for Quotation,2011-06-21 02:12:24.548122+00:00,Magdalena Predutta,start
40,Analyze Request for Quotation,2011-06-21 02:43:21.888932+00:00,Magdalena Predutta,complete
40,Send Request for Quotation to Supplier,2011-06-22 00:51:01.828891+00:00,Magdalena Predutta,start
40,Send Request for Quotation to Supplier,2011-06-22 01:07:05.006240+00:00,Magdalena Predutta,complete
40,Create Quotation comparison Map,2011-06-22 08:22:24.151668+00:00,Magdalena Predutta,start
40,Create Quotation comparison Map,2011-06-22 09:18:47.997473+00:00,Magdalena Predutta,complete
40,Analyze Quotation Comparison Map,2011-06-22 15:47:01.744215+00:00,Nico Ojenbeer,start
40,Analyze Quotation Comparison Map,2011-06-22 16:06:05.716708+00:00,Nico Ojenbeer,complete
40,Choose best option,2011-06-22 16:06:05.716708+00:00,Immanuel Karagianni,start
40,Choose best option,2011-06-22 16:06:05.716708+00:00,Immanuel Karagianni,complete
40,Settle Conditions With Supplier,2011-06-22 19:20:13.914887+00:00,Magdalena Predutta,start
40,Settle Conditions With Supplier,2011-06-23 00:47:23.316136+00:00,Magdalena Predutta,complete
40,Create Purchase Order,2011-06-23 13:49:57.634102+00:00,Magdalena Predutta,start
40,Create Purchase Order,2011-06-23 14:01:01.038091+00:00,Magdalena Predutta,complete
40,Confirm Purchase Order,2011-06-25 22:51:10.364746+00:00,Esmeralda Clay,start
40,Confirm Purchase Order,2011-06-25 23:17:58.703684+00:00,Esmeralda Clay,complete
40,Deliver Goods Services,2011-06-26 15:56:56.633874+00:00,Sean Manney,start
40,Deliver Goods Services,2011-06-27 16:31:27.452153+00:00,Sean Manney,complete
40,Release Purchase Order,2011-06-28 02:58:37.461293+00:00,Immanuel Karagianni,start
40,Release Purchase Order,2011-06-28 02:59:37.461293+00:00,Immanuel Karagianni,complete
40,Approve Purchase Order for payment,2011-06-28 13:24:24.152965+00:00,Magdalena Predutta,start
40,Approve Purchase Order for payment,2011-06-28 13:25:24.152965+00:00,Magdalena Predutta,complete
40,Send Invoice,2011-06-29 19:20:11.214751+00:00,Carmen Finacse,complete
40,Send Invoice,2011-06-29 19:20:11.214751+00:00,Carmen Finacse,start
40,Release Supplier's Invoice,2011-06-30 10:03:54.943992+00:00,Karalda Nimwada,start
40,Authorize Supplier's Invoice payment,2011-06-30 10:08:14.530431+00:00,Karalda Nimwada,start
40,Release Supplier's Invoice,2011-06-30 10:08:14.530431+00:00,Karalda Nimwada,complete
40,Authorize Supplier's Invoice payment,2011-06-30 10:09:54.611566+00:00,Karalda Nimwada,complete
40,Pay Invoice,2011-06-30 10:30:50.279290+00:00,Karalda Nimwada,start
40,Pay Invoice,2011-06-30 10:43:51.110239+00:00,Karalda Nimwada,complete
41,Create Purchase Requisition,2011-06-20 21:35:28.167952+00:00,Kim Passa,start
41,Create Purchase Requisition,2011-06-20 22:23:56.502123+00:00,Kim Passa,complete
41,Create Request for Quotation,2011-06-20 23:22:22.735214+00:00,Fjodor Kowalski,start
41,Create Request for Quotation,2011-06-20 23:23:58.077591+00:00,Fjodor Kowalski,complete
41,Analyze Request for Quotation,2011-06-21 02:26:50.571626+00:00,Karel de Groot,start
41,Analyze Request for Quotation,2011-06-21 03:04:33.354154+00:00,Karel de Groot,complete
41,Amend Request for Quotation,2011-06-21 05:18:19.897540+00:00,Maris Freeman,start
41,Amend Request for Quotation,2011-06-21 05:27:53.683870+00:00,Maris Freeman,complete
41,Analyze Request for Quotation,2011-06-22 22:26:14.295748+00:00,Karel de Groot,start
41,Analyze Request for Quotation,2011-06-22 22:38:28.758685+00:00,Karel de Groot,complete
41,Amend Request for Quotation,2011-06-23 01:17:58.520194+00:00,Maris Freeman,start
41,Amend Request for Quotation,2011-06-23 01:26:01.138954+00:00,Maris Freeman,complete
41,Analyze Request for Quotation,2011-06-24 23:33:23.266750+00:00,Karel de Groot,start
41,Analyze Request for Quotation,2011-06-24 23:52:09.248468+00:00,Karel de Groot,complete
41,Send Request for Quotation to Supplier,2011-06-25 01:52:01.547410+00:00,Magdalena Predutta,start
41,Send Request for Quotation to Supplier,2011-06-25 02:30:16.093287+00:00,Magdalena Predutta,complete
41,Create Quotation comparison Map,2011-06-25 08:00:42.065219+00:00,Magdalena Predutta,start
41,Create Quotation comparison Map,2011-06-25 10:08:22.121444+00:00,Magdalena Predutta,complete
41,Analyze Quotation Comparison Map,2011-06-25 13:45:40.107582+00:00,Nico Ojenbeer,start
41,Choose best option,2011-06-25 14:22:21.255591+00:00,Immanuel Karagianni,complete
41,Analyze Quotation Comparison Map,2011-06-25 14:22:21.255591+00:00,Nico Ojenbeer,complete
41,Choose best option,2011-06-25 14:22:21.255591+00:00,Immanuel Karagianni,start
41,Settle Conditions With Supplier,2011-06-26 19:56:10.019762+00:00,Magdalena Predutta,start
41,Settle Conditions With Supplier,2011-06-27 06:55:52.280982+00:00,Magdalena Predutta,complete
41,Create Purchase Order,2011-06-27 08:08:38.561579+00:00,Magdalena Predutta,start
41,Create Purchase Order,2011-06-27 08:16:47.902006+00:00,Magdalena Predutta,complete
41,Confirm Purchase Order,2011-06-27 15:10:28.901431+00:00,Esmeralda Clay,start
41,Confirm Purchase Order,2011-06-27 15:34:25.970403+00:00,Esmeralda Clay,complete
41,Deliver Goods Services,2011-07-02 01:33:00.656407+00:00,Sean Manney,start
41,Deliver Goods Services,2011-07-03 05:39:00.755300+00:00,Sean Manney,complete
41,Release Purchase Order,2011-07-03 14:26:20.125049+00:00,Immanuel Karagianni,start
41,Release Purchase Order,2011-07-03 14:27:20.125049+00:00,Immanuel Karagianni,complete
41,Approve Purchase Order for payment,2011-07-03 18:52:38.860313+00:00,Magdalena Predutta,start
41,Approve Purchase Order for payment,2011-07-03 18:53:38.860313+00:00,Magdalena Predutta,complete
41,Send Invoice,2011-07-04 13:10:43.799201+00:00,Carmen Finacse,start
41,Send Invoice,2011-07-04 13:10:43.799201+00:00,Carmen Finacse,complete
41,Release Supplier's Invoice,2011-07-05 03:00:43.934189+00:00,Karalda Nimwada,start
41,Release Supplier's Invoice,2011-07-05 03:04:22.413321+00:00,Karalda Nimwada,complete
41,Settle Dispute With Supplier,2011-07-05 03:51:46.964181+00:00,Pedro Alvares,start
41,Authorize Supplier's Invoice payment,2011-07-05 05:06:44.443750+00:00,Karalda Nimwada,start
41,Settle Dispute With Supplier,2011-07-05 05:06:44.443750+00:00,Pedro Alvares,complete
41,Authorize Supplier's Invoice payment,2011-07-05 05:08:49.864174+00:00,Karalda Nimwada,complete
41,Pay Invoice,2011-07-05 05:20:16.294429+00:00,Karalda Nimwada,start
41,Pay Invoice,2011-07-05 05:29:11.334217+00:00,Karalda Nimwada,complete
42,Create Purchase Requisition,2011-06-20 22:33:57.754226+00:00,Clement Duchot,start
42,Create Purchase Requisition,2011-06-20 23:01:44.589588+00:00,Clement Duchot,complete
42,Create Request for Quotation,2011-06-21 00:35:57.729727+00:00,Christian Francois,start
42,Create Request for Quotation,2011-06-21 00:44:04.720350+00:00,Christian Francois,complete
42,Analyze Request for Quotation,2011-06-22 07:36:56.281354+00:00,Francois de Perrier,start
42,Analyze Request for Quotation,2011-06-22 08:06:32.888832+00:00,Francois de Perrier,complete
42,Amend Request for Quotation,2011-06-22 11:25:54.116695+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-22 11:34:17.750073+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-06-22 12:15:17.501152+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-06-22 12:29:42.171680+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-06-22 12:33:14.518590+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-22 12:43:29.958796+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-06-22 13:04:09.485670+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-06-22 13:35:22.065384+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-06-22 13:50:58.158523+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-22 13:57:43.264575+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-06-23 08:01:53.716397+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-06-23 08:30:14.553110+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-06-23 09:34:16.681038+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-23 09:45:35.598991+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-06-23 13:50:00.846056+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-06-23 14:10:04.490551+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-06-23 20:30:55.921672+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-23 20:47:23.885630+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-06-26 21:40:51.124447+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-06-26 21:55:29.589697+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-06-27 00:01:01.228894+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-06-27 00:10:42.820987+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-07-17 22:25:31.124463+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-07-17 22:36:56.546337+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-07-18 00:50:09.311414+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-07-18 00:56:41.265334+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-07-19 02:31:46.418308+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-07-19 03:00:36.510953+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-07-19 06:13:12.833692+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-07-19 06:21:08.172207+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-07-20 03:31:18.165429+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-07-20 03:50:34.025628+00:00,Karel de Groot,complete
42,Amend Request for Quotation,2011-07-20 05:23:59.332459+00:00,Maris Freeman,start
42,Amend Request for Quotation,2011-07-20 05:34:58.887001+00:00,Maris Freeman,complete
42,Analyze Request for Quotation,2011-07-20 17:37:08.513486+00:00,Karel de Groot,start
42,Analyze Request for Quotation,2011-07-20 17:50:01.052506+00:00,Karel de Groot,complete
42,Send Request for Quotation to Supplier,2011-07-22 07:46:46.003862+00:00,Magdalena Predutta,start
42,Send Request for Quotation to Supplier,2011-07-22 08:18:08.924729+00:00,Magdalena Predutta,complete
42,Create Quotation comparison Map,2011-07-23 12:18:06.299035+00:00,Magdalena Predutta,start
42,Create Quotation comparison Map,2011-07-23 17:29:26.198129+00:00,Magdalena Predutta,complete
42,Analyze Quotation Comparison Map,2011-07-24 06:53:32.318000+00:00,Nico Ojenbeer,start
42,Analyze Quotation Comparison Map,2011-07-24 07:09:53.200853+00:00,Nico Ojenbeer,complete
42,Choose best option,2011-07-24 07:09:53.200853+00:00,Immanuel Karagianni,start
42,Choose best option,2011-07-24 07:09:53.200853+00:00,Immanuel Karagianni,complete
42,Settle Conditions With Supplier,2011-07-24 10:05:10.771451+00:00,Magdalena Predutta,start
42,Settle Conditions With Supplier,2011-07-24 21:41:42.350035+00:00,Magdalena Predutta,complete
42,Create Purchase Order,2011-07-25 05:43:52.209792+00:00,Magdalena Predutta,start
42,Create Purchase Order,2011-07-25 05:52:11.401540+00:00,Magdalena Predutta,complete
42,Confirm Purchase Order,2011-07-25 11:14:21.633970+00:00,Esmeralda Clay,start
42,Confirm Purchase Order,2011-07-25 11:33:26.665435+00:00,Esmeralda Clay,complete
42,Deliver Goods Services,2011-07-26 22:28:07.155673+00:00,Sean Manney,start
42,Deliver Goods Services,2011-07-27 17:39:18.711802+00:00,Sean Manney,complete
42,Release Purchase Order,2011-07-28 00:10:16.848779+00:00,Immanuel Karagianni,start
42,Release Purchase Order,2011-07-28 00:11:16.848779+00:00,Immanuel Karagianni,complete
42,Approve Purchase Order for payment,2011-07-28 18:13:47.376626+00:00,Magdalena Predutta,start
42,Approve Purchase Order for payment,2011-07-28 18:14:47.376626+00:00,Magdalena Predutta,complete
42,Send Invoice,2011-07-29 18:50:34.375343+00:00,Carmen Finacse,complete
42,Send Invoice,2011-07-29 18:50:34.375343+00:00,Carmen Finacse,start
42,Release Supplier's Invoice,2011-07-30 11:58:13.716470+00:00,Karalda Nimwada,start
42,Authorize Supplier's Invoice payment,2011-07-30 12:01:01.779740+00:00,Karalda Nimwada,complete
42,Release Supplier's Invoice,2011-07-30 12:01:01.779740+00:00,Karalda Nimwada,complete
42,Authorize Supplier's Invoice payment,2011-07-30 12:05:30.562341+00:00,Karalda Nimwada,start
42,Pay Invoice,2011-07-30 13:03:30.948878+00:00,Karalda Nimwada,start
42,Pay Invoice,2011-07-30 13:13:40.847835+00:00,Karalda Nimwada,complete
43,Create Purchase Requisition,2011-06-20 23:02:44.024564+00:00,Miu Hanwan,start
43,Create Purchase Requisition,2011-06-20 23:30:17.953111+00:00,Miu Hanwan,complete
43,Analyze Purchase Requisition,2011-06-21 11:00:46.676768+00:00,Maris Freeman,start
43,Analyze Purchase Requisition,2011-06-21 11:07:52.367225+00:00,Maris Freeman,complete
43,Create Request for Quotation,2011-06-21 11:11:34.755914+00:00,Heinz Gutschmidt,start
43,Create Request for Quotation,2011-06-21 11:23:48.006399+00:00,Heinz Gutschmidt,complete
43,Analyze Request for Quotation,2011-06-22 14:08:04.008950+00:00,Magdalena Predutta,start
43,Analyze Request for Quotation,2011-06-22 14:24:53.172026+00:00,Magdalena Predutta,complete
43,Amend Request for Quotation,2011-06-22 15:34:06.284658+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-22 15:44:46.857540+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-06-23 04:31:53.050026+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-06-23 05:03:46.412028+00:00,Karel de Groot,complete
43,Amend Request for Quotation,2011-06-23 12:18:07.678219+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-23 12:29:59.152759+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-06-24 12:43:35.732586+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-06-24 13:00:32.393685+00:00,Karel de Groot,complete
43,Amend Request for Quotation,2011-06-24 13:02:40.405122+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-24 13:11:04.900528+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-06-25 04:10:02.188589+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-06-25 04:54:24.359644+00:00,Karel de Groot,complete
43,Amend Request for Quotation,2011-06-25 06:46:22.116810+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-25 06:53:00.755298+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-06-28 22:09:49.099792+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-06-28 22:44:08.900367+00:00,Karel de Groot,complete
43,Amend Request for Quotation,2011-06-29 01:59:35.247152+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-29 02:16:17.687336+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-06-30 17:31:24.394687+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-06-30 18:03:10.666339+00:00,Karel de Groot,complete
43,Amend Request for Quotation,2011-06-30 21:12:42.641394+00:00,Maris Freeman,start
43,Amend Request for Quotation,2011-06-30 21:21:39.563879+00:00,Maris Freeman,complete
43,Analyze Request for Quotation,2011-07-01 20:18:59.170764+00:00,Karel de Groot,start
43,Analyze Request for Quotation,2011-07-01 20:44:15.453175+00:00,Karel de Groot,complete
43,Send Request for Quotation to Supplier,2011-07-02 21:57:34.914657+00:00,Magdalena Predutta,start
43,Send Request for Quotation to Supplier,2011-07-02 22:14:43.451807+00:00,Magdalena Predutta,complete
43,Create Quotation comparison Map,2011-07-02 22:18:10.029678+00:00,Magdalena Predutta,start
43,Create Quotation comparison Map,2011-07-03 01:38:45.862542+00:00,Magdalena Predutta,complete
43,Analyze Quotation Comparison Map,2011-07-03 10:44:04.142530+00:00,Nico Ojenbeer,start
43,Choose best option,2011-07-03 12:06:33.586586+00:00,Immanuel Karagianni,complete
43,Choose best option,2011-07-03 12:06:33.586586+00:00,Immanuel Karagianni,start
43,Analyze Quotation Comparison Map,2011-07-03 12:06:33.586586+00:00,Nico Ojenbeer,complete
43,Settle Conditions With Supplier,2011-07-03 17:03:00.850922+00:00,Magdalena Predutta,start
43,Settle Conditions With Supplier,2011-07-04 00:16:19.582366+00:00,Magdalena Predutta,complete
43,Create Purchase Order,2011-07-04 03:12:04.889553+00:00,Magdalena Predutta,start
43,Create Purchase Order,2011-07-04 03:24:00.220046+00:00,Magdalena Predutta,complete
43,Confirm Purchase Order,2011-07-05 17:46:32.846840+00:00,Esmeralda Clay,start
43,Confirm Purchase Order,2011-07-05 17:53:43.667031+00:00,Esmeralda Clay,complete
43,Deliver Goods Services,2011-07-08 07:10:51.572680+00:00,Sean Manney,start
43,Deliver Goods Services,2011-07-08 23:21:19.482646+00:00,Sean Manney,complete
43,Release Purchase Order,2011-07-09 06:05:33.894710+00:00,Immanuel Karagianni,start
43,Release Purchase Order,2011-07-09 06:06:33.894710+00:00,Immanuel Karagianni,complete
43,Approve Purchase Order for payment,2011-07-09 22:59:16.569200+00:00,Magdalena Predutta,start
43,Approve Purchase Order for payment,2011-07-09 23:00:16.569200+00:00,Magdalena Predutta,complete
43,Send Invoice,2011-07-10 19:51:54.585771+00:00,Carmen Finacse,start
43,Send Invoice,2011-07-10 19:51:54.585771+00:00,Carmen Finacse,complete
43,Release Supplier's Invoice,2011-07-11 11:18:53.697036+00:00,Karalda Nimwada,start
43,Authorize Supplier's Invoice payment,2011-07-11 11:23:44.739066+00:00,Karalda Nimwada,complete
43,Release Supplier's Invoice,2011-07-11 11:23:44.739066+00:00,Karalda Nimwada,complete
43,Authorize Supplier's Invoice payment,2011-07-11 11:27:17.389973+00:00,Karalda Nimwada,start
43,Pay Invoice,2011-07-11 12:04:41.051423+00:00,Karalda Nimwada,start
43,Pay Invoice,2011-07-11 12:12:13.923496+00:00,Karalda Nimwada,complete
44,Create Purchase Requisition,2011-06-21 00:12:21.376143+00:00,Miu Hanwan,start
44,Create Purchase Requisition,2011-06-21 00:43:52.172835+00:00,Miu Hanwan,complete
44,Create Request for Quotation,2011-06-21 05:26:29.166855+00:00,Anna Kaufmann,start
44,Create Request for Quotation,2011-06-21 05:31:23.322558+00:00,Anna Kaufmann,complete
44,Analyze Request for Quotation,2011-06-22 11:46:55.111507+00:00,Magdalena Predutta,start
44,Analyze Request for Quotation,2011-06-22 12:27:57.665703+00:00,Magdalena Predutta,complete
44,Send Request for Quotation to Supplier,2011-06-23 03:09:14.900414+00:00,Magdalena Predutta,start
44,Send Request for Quotation to Supplier,2011-06-23 03:33:41.903997+00:00,Magdalena Predutta,complete
44,Create Quotation comparison Map,2011-06-23 08:50:11.049666+00:00,Magdalena Predutta,start
44,Create Quotation comparison Map,2011-06-23 10:59:19.674017+00:00,Magdalena Predutta,complete
44,Analyze Quotation Comparison Map,2011-06-23 18:02:24.976535+00:00,Nico Ojenbeer,start
44,Choose best option,2011-06-23 20:16:27.133943+00:00,Immanuel Karagianni,start
44,Analyze Quotation Comparison Map,2011-06-23 20:16:27.133943+00:00,Nico Ojenbeer,complete
44,Choose best option,2011-06-23 20:16:27.133943+00:00,Immanuel Karagianni,complete
44,Settle Conditions With Supplier,2011-06-24 05:20:21.199609+00:00,Magdalena Predutta,start
44,Settle Conditions With Supplier,2011-06-24 11:06:56.433257+00:00,Magdalena Predutta,complete
44,Create Purchase Order,2011-06-24 15:21:42.010200+00:00,Magdalena Predutta,start
44,Create Purchase Order,2011-06-24 15:30:39.594497+00:00,Magdalena Predutta,complete
44,Confirm Purchase Order,2011-06-25 05:39:01.260924+00:00,Esmeralda Clay,start
44,Confirm Purchase Order,2011-06-25 05:57:35.439655+00:00,Esmeralda Clay,complete
44,Deliver Goods Services,2011-06-25 14:31:19.494065+00:00,Sean Manney,start
44,Deliver Goods Services,2011-06-26 10:08:03.459175+00:00,Sean Manney,complete
44,Release Purchase Order,2011-06-26 20:06:24.750963+00:00,Immanuel Karagianni,start
44,Release Purchase Order,2011-06-26 20:07:24.750963+00:00,Immanuel Karagianni,complete
44,Approve Purchase Order for payment,2011-06-27 07:13:21.603958+00:00,Magdalena Predutta,start
44,Approve Purchase Order for payment,2011-06-27 07:14:21.603958+00:00,Magdalena Predutta,complete
44,Send Invoice,2011-06-27 15:09:32.681407+00:00,Carmen Finacse,start
44,Send Invoice,2011-06-27 15:09:32.681407+00:00,Carmen Finacse,complete
44,Release Supplier's Invoice,2011-06-28 01:56:51.631654+00:00,Karalda Nimwada,start
44,Release Supplier's Invoice,2011-06-28 03:03:26.299875+00:00,Karalda Nimwada,complete
